"Year","Duration","Rating","Review","Budget","Collection","Drama","Crime","Action","Biography","History","Adventure","Western","Romance","Sci-Fi","Fantasy","Mystery","Family","Thriller","War","Comedy","Animation","Music","Horror","Film-Noir","Musical","Sport","Net_income","Profitable","Duration_z-score","Rating_z-score","Review_z-score","Budget_z-score","Collection_z-score","Net_income_z-score"
1928,110,8.1,61000,923000,22731,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-900269,"0",-0.671932976020432,-0.893137444944792,-1.13520201822423,-0.804093460314563,-0.848016376113782,-0.802985465926928
2004,80,8.1,287000,2700000,15854926,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",13154926,"1",-1.6748180148569,-0.893137444944792,-0.730010923042076,-0.741730344437021,-0.75868285193046,-0.714382198780499
1995,98,8.1,196000,2797200,414607,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-2382593,"0",-1.07308699155502,-0.893137444944792,-0.893163089686219,-0.738319148678272,-0.84580520677669,-0.812329964482058
1946,170,8.1,70000,2100000,23661347,"1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0",21561347,"1",1.3338371016525,-0.893137444944792,-1.11906608965503,-0.762787108379916,-0.714634942010914,-0.661388528781019
2003,143,8.1,1200000,52000000,654264546,"0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",602264546,"1",0.431240566699681,-0.893137444944792,0.906889386255753,0.988433759537548,2.84355810247511,2.99933625474443
1973,122,8.1,454000,11000000,441306145,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",430306145,"1",-0.270778960485846,-0.893137444944792,-0.430599804035792,-0.450445109893635,1.64193543008035,1.91531884040932
2013,123,8.1,512000,38000000,96992516,"1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58992516,"1",-0.237349459191297,-0.893137444944792,-0.326612708812053,0.497109267536656,-0.300862135444753,-0.425424256032748
2021,164,8.7,217000,25000000,60262836,"1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",35262836,"1",1.13326009388521,1.63938839138259,-0.855512589691417,0.0408793821072568,-0.50811019905979,-0.575015007092358
1976,121,8.1,170000,3800000,23692346,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19892346,"1",-0.304208461780394,-0.893137444944792,-0.939777994441689,-0.703126277208379,-0.714460029440916,-0.671909830084249
1939,102,8.1,428000,2777000,25637669,"0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",22860669,"1",-0.939368986376823,-0.893137444944792,-0.477214708791262,-0.739028059731016,-0.703483499701049,-0.653197665952347
1986,89,8.1,441000,8000000,52290509,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",44290509,"1",-1.37395250320596,-0.893137444944792,-0.453907256413527,-0.555728929608112,-0.55309423739761,-0.518104994635782
2004,115,8,807000,92000000,384298736,"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",292298736,"1",-0.504785469547688,-1.31522508433269,0.202287172067312,2.39221802239724,1.32026981450841,1.04532683191612
2009,93,8.1,311000,16000000,46749646,"1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",30749646,"1",-1.24023449802776,-0.893137444944792,-0.686981780190874,-0.274972077036174,-0.584358684229333,-0.603465937816022
2016,145,8.1,172000,7300000,37863670,"1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",30563670,"1",0.498099569288778,-0.893137444944792,-0.936192232537422,-0.580295154208156,-0.634498008049461,-0.604638321494144
2007,148,8.1,657000,15000000,56676733,"1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41676733,"1",0.598388073172425,-0.893137444944792,-0.0666449707527042,-0.310066683607666,-0.528344867662241,-0.534582111686731
2005,112,8.2,92000,2000000,18612999,"1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",16612999,"1",-0.605073973431334,-0.471049805556897,-1.0796227087081,-0.766296569037065,-0.743120361634903,-0.692582674417383
1965,172,8.1,260000,8200000,159468844,"1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",151268844,"1",1.4006961042416,-0.893137444944792,-0.778418708749679,-0.548710008293813,0.0516619812853103,0.156281237279548
1966,121,8.1,66000,800000,962002,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",162002,"0",-0.304208461780394,-0.893137444944792,-1.12623761346357,-0.808410096922856,-0.842716517907564,-0.796288961097582
1940,129,8.1,100000,800000,112282,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-687718,"0",-0.0367724514240036,-0.893137444944792,-1.06527966109103,-0.808410096922856,-0.847511082537993,-0.801645554738557
1942,99,8.1,43000,1900000,4578000,"0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0",2678000,"1",-1.03965749026047,-0.893137444944792,-1.16747387536264,-0.769806029694215,-0.82231316608049,-0.780428231813223
1993,101,8,684000,14600000,71108778,"1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",56508778,"1",-0.972798487671372,-1.31522508433269,-0.0182371850451013,-0.324104526236263,-0.446911722035732,-0.441081619842765
2000,154,8.1,253000,2000000,20908467,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",18908467,"1",0.798965080939718,-0.893137444944792,-0.790968875414613,-0.766296569037065,-0.730168130684613,-0.678112155550154
1940,130,8.1,146000,1288000,112282,"1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",-1175718,"0",-0.0033429501294547,-0.893137444944792,-0.982807137292891,-0.791283928915968,-0.847511082537993,-0.804721883054703
1967,127,8.1,188000,3200000,126,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-3199874,"0",-0.103631454013101,-0.893137444944792,-0.907506137303287,-0.724183041151275,-0.848143925345848,-0.817482064241378
1999,86,8.1,227000,70000000,23336145,"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-46663855,"0",-1.4742410070896,-0.893137444944792,-0.837583780170083,1.62013667782441,-0.716469901770535,-1.09147689105028
2011,146,8.1,492000,25000000,216639112,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",191639112,"1",0.531529070583327,-0.893137444944792,-0.362470327854722,0.0408793821072568,0.374246532507991,0.410773447482034
1934,105,8.1,112000,325000,14729,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",-310271,"0",-0.839080482493176,-0.893137444944792,-1.04376508966543,-0.825080035044315,-0.848061527582704,-0.799266147168999
1990,181,8,290000,22000000,424208848,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",402208848,"1",1.70156161589254,-1.31522508433269,-0.724632280185676,-0.06440443760722,1.54546353878423,1.73819484375302
1992,90,8,465000,28000000,46749646,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",18749646,"0",-1.34052300191141,-1.31522508433269,-0.410878113562324,0.146163201821734,-0.584358684229333,-0.679113355426176
2015,163,8.2,94000,9400000,92181574,"1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",82781574,"1",1.09983059259066,-0.471049805556897,-1.07603694680383,-0.506596480408023,-0.328007986257073,-0.2754591889429
